"C01903V02345","Type of Worker","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"022","Apprentices","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"022","Apprentices","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"022","Apprentices","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"022","Apprentices","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.44"
"022","Apprentices","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","149.29"
"022","Apprentices","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.4"
"022","Apprentices","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.39"
"022","Apprentices","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","148.52"
"022","Apprentices","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.9"
"022","Apprentices","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.44"
"022","Apprentices","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","150.98"
"022","Apprentices","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.9"
"022","Apprentices","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.46"
"022","Apprentices","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","153.6"
"022","Apprentices","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.5"
"022","Apprentices","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.47"
"022","Apprentices","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","157.58"
"022","Apprentices","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.4"
"022","Apprentices","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.68"
"022","Apprentices","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","164.73"
"022","Apprentices","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.8"
"022","Apprentices","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.1"
"022","Apprentices","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","187.47"
"022","Apprentices","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"022","Apprentices","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.68"
"022","Apprentices","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","209.74"
"022","Apprentices","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.8"
"022","Apprentices","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.72"
"022","Apprentices","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","212.02"
"022","Apprentices","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.9"
"022","Apprentices","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.85"
"022","Apprentices","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","220.7"
"022","Apprentices","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.5"
"022","Apprentices","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.87"
"022","Apprentices","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","228.23"
"022","Apprentices","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.9"
"022","Apprentices","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.29"
"022","Apprentices","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","259.05"
"022","Apprentices","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","49.2"
"022","Apprentices","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.12"
"022","Apprentices","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","274.43"
"022","Apprentices","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.8"
"022","Apprentices","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.48"
"022","Apprentices","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","289.27"
"022","Apprentices","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.7"
"022","Apprentices","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.25"
"022","Apprentices","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","313.17"
"022","Apprentices","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.3"
"022","Apprentices","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.7"
"022","Apprentices","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","366.31"
"022","Apprentices","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","42.1"
"022","Apprentices","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.72"
"022","Apprentices","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","396.7"
"022","Apprentices","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.8"
"022","Apprentices","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.48"
"022","Apprentices","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","424.67"
"022","Apprentices","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.5"
"022","Apprentices","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.45"
"022","Apprentices","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","425.54"
"022","Apprentices","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"022","Apprentices","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.19"
"022","Apprentices","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","452.8"
"022","Apprentices","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.5"
"022","Apprentices","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.78"
"022","Apprentices","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","442.29"
"022","Apprentices","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41"
"022","Apprentices","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.85"
"022","Apprentices","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","477.75"
"022","Apprentices","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.3"
"022","Apprentices","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","12.6"
"022","Apprentices","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","513.16"
"022","Apprentices","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"023","Unskilled and semi-skilled - adults","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","0.5"
"023","Unskilled and semi-skilled - adults","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","23.17"
"023","Unskilled and semi-skilled - adults","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.6"
"023","Unskilled and semi-skilled - adults","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","0.56"
"023","Unskilled and semi-skilled - adults","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","25.57"
"023","Unskilled and semi-skilled - adults","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.8"
"023","Unskilled and semi-skilled - adults","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","0.67"
"023","Unskilled and semi-skilled - adults","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","31.12"
"023","Unskilled and semi-skilled - adults","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"023","Unskilled and semi-skilled - adults","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","0.78"
"023","Unskilled and semi-skilled - adults","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","35.59"
"023","Unskilled and semi-skilled - adults","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46"
"023","Unskilled and semi-skilled - adults","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","0.87"
"023","Unskilled and semi-skilled - adults","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","40.58"
"023","Unskilled and semi-skilled - adults","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"023","Unskilled and semi-skilled - adults","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","1.05"
"023","Unskilled and semi-skilled - adults","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","48.17"
"023","Unskilled and semi-skilled - adults","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.6"
"023","Unskilled and semi-skilled - adults","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","1.32"
"023","Unskilled and semi-skilled - adults","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","58.58"
"023","Unskilled and semi-skilled - adults","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.6"
"023","Unskilled and semi-skilled - adults","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","1.48"
"023","Unskilled and semi-skilled - adults","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","65.51"
"023","Unskilled and semi-skilled - adults","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.3"
"023","Unskilled and semi-skilled - adults","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","1.79"
"023","Unskilled and semi-skilled - adults","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","79.02"
"023","Unskilled and semi-skilled - adults","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.2"
"023","Unskilled and semi-skilled - adults","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","1.96"
"023","Unskilled and semi-skilled - adults","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","89.73"
"023","Unskilled and semi-skilled - adults","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"023","Unskilled and semi-skilled - adults","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","2.37"
"023","Unskilled and semi-skilled - adults","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","109.7"
"023","Unskilled and semi-skilled - adults","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.2"
"023","Unskilled and semi-skilled - adults","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","2.94"
"023","Unskilled and semi-skilled - adults","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","136.51"
"023","Unskilled and semi-skilled - adults","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.5"
"023","Unskilled and semi-skilled - adults","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","3.48"
"023","Unskilled and semi-skilled - adults","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","157.47"
"023","Unskilled and semi-skilled - adults","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.3"
"023","Unskilled and semi-skilled - adults","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.05"
"023","Unskilled and semi-skilled - adults","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","183.54"
"023","Unskilled and semi-skilled - adults","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.3"
"023","Unskilled and semi-skilled - adults","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.26"
"023","Unskilled and semi-skilled - adults","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","189.73"
"023","Unskilled and semi-skilled - adults","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.5"
"023","Unskilled and semi-skilled - adults","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.6"
"023","Unskilled and semi-skilled - adults","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","206.71"
"023","Unskilled and semi-skilled - adults","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45"
"023","Unskilled and semi-skilled - adults","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.76"
"023","Unskilled and semi-skilled - adults","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","211.69"
"023","Unskilled and semi-skilled - adults","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.5"
"023","Unskilled and semi-skilled - adults","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.85"
"023","Unskilled and semi-skilled - adults","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","219.31"
"023","Unskilled and semi-skilled - adults","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.2"
"023","Unskilled and semi-skilled - adults","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","4.84"
"023","Unskilled and semi-skilled - adults","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","219.44"
"023","Unskilled and semi-skilled - adults","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.4"
"023","Unskilled and semi-skilled - adults","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.07"
"023","Unskilled and semi-skilled - adults","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","232.81"
"023","Unskilled and semi-skilled - adults","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46"
"023","Unskilled and semi-skilled - adults","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.22"
"023","Unskilled and semi-skilled - adults","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","243.75"
"023","Unskilled and semi-skilled - adults","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.7"
"023","Unskilled and semi-skilled - adults","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.43"
"023","Unskilled and semi-skilled - adults","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","255.33"
"023","Unskilled and semi-skilled - adults","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"023","Unskilled and semi-skilled - adults","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.75"
"023","Unskilled and semi-skilled - adults","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","270.24"
"023","Unskilled and semi-skilled - adults","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"023","Unskilled and semi-skilled - adults","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.34"
"023","Unskilled and semi-skilled - adults","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","298.64"
"023","Unskilled and semi-skilled - adults","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.1"
"023","Unskilled and semi-skilled - adults","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.56"
"023","Unskilled and semi-skilled - adults","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","303.65"
"023","Unskilled and semi-skilled - adults","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.3"
"023","Unskilled and semi-skilled - adults","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.06"
"023","Unskilled and semi-skilled - adults","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","332.13"
"023","Unskilled and semi-skilled - adults","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"023","Unskilled and semi-skilled - adults","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.39"
"023","Unskilled and semi-skilled - adults","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","345.56"
"023","Unskilled and semi-skilled - adults","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.8"
"023","Unskilled and semi-skilled - adults","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.69"
"023","Unskilled and semi-skilled - adults","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","364.06"
"023","Unskilled and semi-skilled - adults","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.3"
"023","Unskilled and semi-skilled - adults","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.04"
"023","Unskilled and semi-skilled - adults","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","384.27"
"023","Unskilled and semi-skilled - adults","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.8"
"023","Unskilled and semi-skilled - adults","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.58"
"023","Unskilled and semi-skilled - adults","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","397.96"
"023","Unskilled and semi-skilled - adults","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.4"
"023","Unskilled and semi-skilled - adults","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.4"
"023","Unskilled and semi-skilled - adults","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","439.93"
"023","Unskilled and semi-skilled - adults","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.8"
"023","Unskilled and semi-skilled - adults","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.06"
"023","Unskilled and semi-skilled - adults","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","521.62"
"023","Unskilled and semi-skilled - adults","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.2"
"023","Unskilled and semi-skilled - adults","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","12.49"
"023","Unskilled and semi-skilled - adults","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","580.62"
"023","Unskilled and semi-skilled - adults","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.5"
"023","Unskilled and semi-skilled - adults","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.64"
"023","Unskilled and semi-skilled - adults","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","632.53"
"023","Unskilled and semi-skilled - adults","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.4"
"023","Unskilled and semi-skilled - adults","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","14.16"
"023","Unskilled and semi-skilled - adults","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","649.15"
"023","Unskilled and semi-skilled - adults","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.8"
"023","Unskilled and semi-skilled - adults","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","14.64"
"023","Unskilled and semi-skilled - adults","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","676.46"
"023","Unskilled and semi-skilled - adults","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.2"
"023","Unskilled and semi-skilled - adults","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.72"
"023","Unskilled and semi-skilled - adults","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","725.63"
"023","Unskilled and semi-skilled - adults","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.2"
"023","Unskilled and semi-skilled - adults","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","16.34"
"023","Unskilled and semi-skilled - adults","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","751.82"
"023","Unskilled and semi-skilled - adults","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46"
"023","Unskilled and semi-skilled - adults","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.34"
"023","Unskilled and semi-skilled - adults","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","808.53"
"023","Unskilled and semi-skilled - adults","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.6"
"023","Unskilled and semi-skilled - adults","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.69"
"023","Unskilled and semi-skilled - adults","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","807.54"
"023","Unskilled and semi-skilled - adults","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.6"
"024","Unskilled and semi-skilled - juveniles","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"024","Unskilled and semi-skilled - juveniles","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"024","Unskilled and semi-skilled - juveniles","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
